TOWN11CD,TOWN11NM,POPULATION_2011,SIZE_FLAG,RGN11NM,COASTAL,COASTAL DETAILED,TTWA11CD,TTWA11NM,TTWA CLASSIFICATION,JOB DENSITY FLAG,INCOME FLAG,UNIVERSITY FLAG,Level4Qual_residents35-64_2011,KS4_2012-2013_counts,Key Stage 2 attainment_school year 2007 to 2008,Key Stage 4 attainment_school year 2012 to 2013,Level 2 at age 18,Level 3 at age 18,Activity at age 19: full-time higher education,Activity at age 19: sustained further education,Activity at age 19: appprenticeships,Activity at age 19: employment with earnings above 0,Activity at age 19: employment with earnings above 10K,Activity at age 19: out-of-work,Highest level qualification achieved by age 22: less than level 1,Highest level qualification achieved by age 22: level 1 to level 2,Highest level qualification achieved by age 22: level 3 to level 5,Highest level qualification achieved by age 22: level 6 or above,Highest level qualification achieved by age 22: average score,Education Score
E34000850,Buckingham BUA,12890,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000243,Milton Keynes,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,165,77.9,73.9,92.1,66.1,57.6,11.5,6.1,42.4,18.2,*,*,23.9,23.3,52.1,4.3,5.5
E34000852,Netley BUA,6338,Small Towns,South East,Coastal,Smaller other coastal town,E30000267,Southampton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,77,61.5,57.1,72.7,40.3,26.0,22.1,14.3,59.7,28.6,*,*,22.8,50.6,*,3.4,-2.9
E34000857,Brackley BUA,13018,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000161,Banbury,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,192,77.7,65.1,89.6,60.4,36.5,15.6,10.9,56.3,31.3,*,*,21.8,46.1,31.1,3.6,2.1
E34000867,Ivybridge BUA,11851,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000253,Plymouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,175,75.0,73.7,82.9,56.0,40.0,22.3,14.9,42.3,16.6,*,*,20.7,39.1,37.4,3.8,2.8
E34000879,Marske-by-the-Sea BUA,8282,Small Towns,North East,Coastal,Smaller other coastal town,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,86,83.8,59.3,77.9,46.5,40.7,27.9,23.3,43.0,16.3,*,*,19.5,42.5,34.5,3.7,1.1
E34000884,Denmead BUA,6107,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,89,80.9,62.9,87.6,53.9,39.3,14.6,*,52.8,23.6,*,*,20.7,44.8,34.5,3.8,2.3
E34000885,Paddock Wood BUA,7840,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Working,Lower deprivation towns,No university,Low,82,71.9,63.4,86.6,52.4,30.5,15.9,*,61.0,40.2,*,*,36.6,37.8,*,3.3,-0.3
E34000891,Garforth BUA,14838,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000229,Leeds,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,153,82.3,77.8,99.3,62.1,39.2,19.6,11.8,53.6,24.8,*,*,25.2,39.4,35.5,3.8,4.6
E34000922,Northallerton BUA,16832,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000246,Northallerton,Majority rural,Working,Mid deprivation towns,No university,Medium,171,70.6,54.4,80.1,48.5,29.2,27.5,17.0,52.6,27.5,12.9,*,31.4,40.8,26.6,3.4,-1.4
E34000926,Tenterden BUA,7118,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000160,Ashford,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,71,80.0,59.2,84.5,43.7,35.2,14.1,*,47.9,31.0,*,*,39.4,31.0,*,3.4,-0.4
E34000935,Market Warsop BUA,9018,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,105,65.7,59.0,73.3,41.0,28.6,20.0,14.3,45.7,24.8,13.3,*,37.1,39.0,23.8,3.3,-2.5
E34000969,Tadcaster BUA,6480,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000294,York,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,63,72.1,63.5,92.1,57.1,39.7,15.9,*,57.1,28.6,*,*,23.1,38.5,38.5,3.8,1.6
E34000970,Long Ashton BUA,5254,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000180,Bristol,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,42,59.5,61.9,85.7,69.0,35.7,26.2,*,45.2,*,*,*,*,48.8,*,3.9,1.1
E34000980,Hayle BUA,8210,Small Towns,South West,Coastal,Smaller seaside town,E30000257,Redruth and Truro,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,105,76.4,56.2,77.1,44.8,28.6,28.6,13.3,48.6,11.4,*,*,22.9,51.4,23.8,3.4,-0.8
E34000991,Conisbrough BUA,15934,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000201,Doncaster,Majority conurbation,Residential,Higher deprivation towns,No university,Low,200,63.4,44.5,81.5,34.0,20.0,21.0,13.5,43.0,23.5,19.0,*,44.3,37.8,14.9,2.9,-6.0
E34000994,Nantwich BUA,17226,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000197,Crewe,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,202,83.1,65.3,86.6,58.4,42.1,13.4,8.9,52.0,19.8,*,*,21.9,40.8,34.8,3.8,3.0
E34001024,Market Drayton BUA,11773,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000262,Shrewsbury,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,137,63.6,48.9,65.7,34.3,21.9,24.1,13.1,46.7,24.1,16.1,*,40.9,37.2,18.2,2.9,-5.5
E34001039,Portishead BUA,23699,Medium Towns,South West,Coastal,Large other coastal town,E30000180,Bristol,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,258,86.5,68.2,89.5,60.5,40.7,20.5,12.4,56.6,25.6,*,*,17.4,46.3,34.7,3.8,4.0
E34001050,Crofton BUA,5258,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,71,75.4,67.6,87.3,57.7,28.2,29.6,18.3,47.9,26.8,*,*,26.8,45.1,*,3.6,1.8
E34001052,Wotton-under-Edge BUA,5627,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000180,Bristol,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,60,88.5,63.3,80.0,53.3,41.7,*,*,45.0,21.7,*,*,25.8,40.3,*,3.6,2.5
E34001064,Marple BUA,18241,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,High,172,90.4,77.9,87.8,63.4,46.5,18.6,12.8,44.2,22.7,*,*,16.7,44.8,37.4,3.9,5.9
E34001066,Southwell BUA,6757,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,High,96,85.6,86.5,91.7,74.0,52.1,13.5,*,51.0,12.5,*,*,*,43.8,46.9,4.3,8.3
E34001067,Dawlish BUA,11312,Small Towns,South West,Coastal,Smaller seaside town,E30000206,Exeter,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Medium,113,64.4,53.1,80.5,35.4,17.7,25.7,13.3,50.4,27.4,10.6,*,25.2,55.7,*,3.2,-4.0
E34001068,Dronfield BUA,21124,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000261,Sheffield,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,213,87.0,72.3,90.1,62.9,44.6,19.2,15.0,50.7,23.9,*,*,17.3,44.9,37.4,3.9,5.0
E34001070,Wootton Bassett BUA,11265,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000276,Swindon,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,149,77.7,62.4,82.6,57.0,33.6,20.8,14.8,55.7,26.8,*,*,22.4,47.6,27.2,3.5,1.3
E34001073,Hawkinge BUA,8002,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000208,Folkestone and Dover,Majority town and city (small),Residential,Mid deprivation towns,No university,Medium,114,76.7,66.7,88.6,44.7,30.7,19.3,11.4,39.5,26.3,8.8,*,40.2,32.1,26.8,3.4,0.1
E34001102,Peasedown St John BUA,6269,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000165,Bath,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,85,78.1,51.8,85.9,44.7,17.6,24.7,15.3,69.4,36.5,*,*,30.6,56.5,*,3.0,-2.3
E34001108,New Waltham BUA,5613,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000211,Grimsby,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,69,74.1,75.4,89.9,52.2,36.2,24.6,18.8,63.8,36.2,*,*,21.7,49.3,*,3.7,2.2
E34001117,Dinnington (Rotherham) BUA,19860,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000261,Sheffield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,254,67.8,65.0,92.5,48.8,31.5,23.2,14.2,44.9,26.0,11.0,*,26.1,47.8,23.7,3.4,-0.8
E34001119,Stansted Mountfitchet BUA,6669,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,75,80.0,50.7,85.3,58.7,40.0,20.0,13.3,42.7,22.7,*,*,20.8,45.5,32.5,3.7,0.9
E34001126,Balsall Common BUA,7039,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000195,Coventry,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,87,86.0,81.6,92.0,71.3,63.2,*,*,47.1,19.5,*,*,*,38.6,51.1,4.3,7.7
E34001129,Bayston Hill BUA,5079,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000262,Shrewsbury,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,55,87.3,70.9,87.3,60.0,45.5,29.1,21.8,67.3,27.3,*,*,*,54.7,*,3.7,4.1
E34001202,Faringdon BUA,7121,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,79,79.2,62.0,91.1,50.6,38.0,24.1,20.3,50.6,32.9,*,*,20.8,42.9,32.5,3.7,1.3
E34001214,Weaverham BUA,6087,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000197,Crewe,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,72,69.4,61.1,80.6,55.6,27.8,25.0,*,44.4,22.2,*,*,25.7,45.9,*,3.4,-0.4
E34001232,Ilminster BUA,5808,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000293,Yeovil,Majority rural,Mixed,Mid deprivation towns,No university,Medium,58,61.0,56.9,81.0,48.3,25.9,27.6,24.1,65.5,37.9,*,*,28.6,53.6,*,3.3,-2.6
E34001233,Ferryhill BUA,9805,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000203,Durham and Bishop Auckland,Majority rural,Residential,Higher deprivation towns,No university,Low,117,73.7,49.6,70.1,41.0,17.1,30.8,20.5,41.0,19.7,20.5,*,40.2,41.9,*,3.1,-3.0
E34001247,Raunds BUA,8641,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000224,Kettering and Wellingborough,Majority town and city (small),Residential,Lower deprivation towns,No university,Low,98,63.8,48.0,79.6,44.9,35.7,14.3,10.2,48.0,21.4,*,*,37.0,27.0,30.0,3.3,-3.5
E34001263,Halstead BUA,11906,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000188,Chelmsford,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,144,69.9,47.2,73.6,37.5,24.3,22.2,15.3,54.9,27.1,*,*,38.5,37.8,21.0,3.1,-4.0
E34001267,Newport (Isle of Wight) BUA,24884,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000070,Isle of Wight,Majority town and city (small),Working,Higher deprivation towns,No university,Low,302,58.9,48.3,73.2,38.4,23.2,25.5,14.2,47.0,21.5,9.3,3.6,32.1,42.7,21.5,3.2,-5.0
E34001322,Ponteland BUA,10135,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Lower deprivation towns,No university,High,111,87.2,72.1,87.4,62.2,49.5,22.5,13.5,39.6,13.5,*,*,17.9,40.2,40.2,4.0,5.1
E34001339,Measham BUA,5209,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000183,Burton upon Trent,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Low,77,60.3,49.4,76.6,42.9,26.0,19.5,*,49.4,24.7,*,*,22.8,41.8,31.6,3.5,-3.3
E34001373,Oakham BUA,10922,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000108,Peterborough,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,96,79.6,70.8,87.5,53.1,36.5,12.5,*,41.7,17.7,*,*,22.9,51.0,26.0,3.6,2.0
E34001392,Brotton BUA,5394,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,68,78.5,60.3,86.8,39.7,36.8,25.0,14.7,42.6,14.7,17.6,*,20.9,47.8,*,3.7,0.0
E34001398,Okehampton BUA,7647,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000206,Exeter,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,92,61.4,64.1,82.6,45.7,38.0,21.7,14.1,55.4,21.7,*,*,26.7,43.3,27.8,3.6,-1.4
E34001401,Great Wakering BUA,5400,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000268,Southend,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Low,72,73.5,58.3,86.1,51.4,34.7,25.0,20.8,48.6,26.4,*,*,28.8,42.5,*,3.4,-0.4
E34001416,Clitheroe BUA,14765,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,164,78.7,65.2,88.4,63.4,42.7,21.3,12.2,43.9,18.3,9.1,*,14.8,45.1,37.0,3.9,3.3
E34001422,Helsby BUA,5166,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,56,93.3,80.4,91.1,71.4,62.5,*,*,39.3,*,*,*,*,33.3,52.6,4.4,8.5
E34001430,Petersfield BUA,14974,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,145,77.3,66.2,90.3,61.4,41.4,15.2,6.9,54.5,22.8,*,*,12.6,54.5,31.5,3.8,2.7
E34001434,Louth BUA,16419,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000264,Skegness and Louth,Majority town and city (small),Working,Higher deprivation towns,No university,Low,184,46.7,59.2,76.1,46.2,29.9,20.1,8.7,42.9,19.6,11.4,*,28.3,45.1,24.5,3.4,-4.1
E34001445,Ashington (Northumberland) BUA,27670,Medium Towns,North East,Coastal,Large other coastal town,E30000173,Blyth and Ashington,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,348,58.6,48.0,84.7,39.2,23.0,32.2,17.0,42.8,17.8,17.5,3.7,30.6,44.3,21.4,3.3,-4.7
E34001461,Newmarket BUA,20384,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Low,157,76.6,50.3,75.2,38.2,19.1,21.7,15.3,58.6,38.9,*,*,36.7,39.9,19.0,3.0,-3.1
E34001475,Culcheth BUA,6708,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Residential,Lower deprivation towns,No university,High,88,88.5,76.1,93.2,68.2,45.5,22.7,14.8,47.7,19.3,*,*,15.1,48.8,34.9,3.9,6.0
E34001481,Heswall BUA,29789,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000168,Birkenhead,Majority conurbation,Residential,Lower deprivation towns,No university,High,315,87.2,80.0,91.4,65.7,52.4,19.4,12.4,47.3,14.3,5.1,*,14.0,42.7,43.0,4.2,6.7
E34001491,Sheerness BUA,11938,Small Towns,South East,Coastal,Smaller seaside town,E30000242,Medway,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,160,53.7,35.0,79.4,21.9,15.6,18.8,9.4,32.5,18.8,21.9,*,50.3,32.9,*,2.7,-9.8
E34001493,Driffield BUA,13080,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000220,Hull,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,150,74.8,52.0,87.3,53.3,33.3,26.0,12.0,50.0,22.0,*,*,22.5,47.0,29.8,3.7,0.0
E34001504,Retford BUA,22023,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000291,Worksop and Retford,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,235,78.0,56.6,74.0,32.3,23.4,25.1,17.4,48.9,22.1,13.2,*,39.1,39.1,19.3,3.2,-2.5
E34001518,Radcliffe on Trent BUA,7510,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Lower deprivation towns,No university,High,73,86.7,68.5,95.9,57.5,47.9,16.4,*,43.8,21.9,*,*,23.9,33.8,42.3,4.1,4.5
E34001520,Ruskington BUA,5637,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000231,Lincoln,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Low,60,86.9,63.3,91.7,63.3,41.7,18.3,*,53.3,23.3,*,*,23.0,34.4,41.0,3.9,4.1
E34001537,Wigton BUA,5831,Small Towns,North West,Non-coastal,Smaller non-coastal town,K01000010,Carlisle,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,89,73.8,57.3,82.0,51.7,33.7,22.5,15.7,42.7,24.7,*,*,22.7,38.6,34.1,3.6,0.0
E34001545,Leominster BUA,10938,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000216,Hereford,Majority rural,Mixed,Higher deprivation towns,No university,Low,113,63.4,44.2,77.0,37.2,22.1,24.8,16.8,55.8,25.7,8.8,*,45.9,34.2,*,3.0,-5.3
E34001604,Bodmin BUA,14614,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000270,St Austell and Newquay,Majority rural,Working,Higher deprivation towns,No university,Low,183,72.3,56.3,80.9,41.5,24.6,18.0,11.5,54.6,26.2,10.9,*,37.5,39.1,21.7,3.2,-2.3
E34001609,Caister-on-Sea BUA,8901,Small Towns,East of England,Coastal,Smaller seaside town,E30000210,Great Yarmouth,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,90,83.3,53.3,82.2,36.7,22.2,30.0,17.8,54.4,26.7,*,*,24.4,51.1,*,3.4,-1.2
E34001645,Devizes BUA,18064,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000280,Trowbridge,Majority town and city (small),Working,Mid deprivation towns,No university,Medium,220,60.9,52.7,79.5,40.9,29.5,19.5,11.4,51.4,27.3,8.6,*,29.4,40.8,27.5,3.5,-3.3
E34001686,Cotgrave BUA,7203,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Mid deprivation towns,No university,Low,90,92.1,50.0,81.1,41.1,27.8,21.1,12.2,52.2,26.7,*,*,33.0,37.4,27.5,3.4,-0.1
E34001696,Wingate BUA,5134,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000275,Sunderland,Majority conurbation,Residential,Higher deprivation towns,No university,Low,57,78.3,63.2,80.7,45.6,26.3,29.8,26.3,49.1,29.8,17.5,*,34.5,43.6,*,3.2,-0.5
E34001704,Elland BUA,15625,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000029,Halifax,Majority conurbation,Working,Higher deprivation towns,No university,Low,178,77.4,62.4,86.5,48.3,33.7,22.5,18.0,44.9,20.8,11.2,*,29.4,41.7,27.8,3.5,0.3
E34001711,Bishop's Stortford BUA,37838,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,479,85.9,76.2,93.3,69.1,53.2,11.1,6.3,39.2,18.6,2.7,*,16.6,37.7,45.1,4.2,6.4
E34001715,Kenilworth BUA,22413,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000228,Leamington Spa,Majority town and city (small),Residential,Lower deprivation towns,No university,High,242,86.0,82.6,95.0,74.8,55.8,14.0,7.9,38.4,14.0,*,*,15.0,38.8,45.8,4.2,7.8
E34001733,Hungerford BUA,5100,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000244,Newbury,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,49,78.4,55.1,79.6,49.0,20.4,*,*,55.1,38.8,*,*,*,63.8,*,3.6,0.1
E34001739,Countesthorpe BUA,6377,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,84,89.2,76.2,92.9,69.0,41.7,16.7,11.9,47.6,21.4,*,*,14.1,43.5,41.2,4.1,6.6
E34001750,Easington (County Durham) BUA,7193,Small Towns,North East,Coastal,Smaller other coastal town,E30000275,Sunderland,Majority conurbation,Residential,Higher deprivation towns,No university,Low,99,64.5,68.7,90.9,37.4,25.3,23.2,14.1,45.5,17.2,15.2,*,29.9,47.4,*,3.3,-2.1
E34001759,New Romney BUA,9674,Small Towns,South East,Coastal,Smaller seaside town,E30000208,Folkestone and Dover,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,101,64.4,50.5,74.3,32.7,24.8,15.8,*,39.6,17.8,*,*,51.0,23.0,25.0,3.2,-4.7
E34001766,Highworth BUA,7886,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000276,Swindon,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,113,76.8,69.9,88.5,51.3,26.5,22.1,12.4,61.1,28.3,*,*,21.1,47.4,30.7,3.6,1.7
E34001807,Washingborough BUA,6463,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000231,Lincoln,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,72,69.2,72.2,88.9,56.9,34.7,19.4,*,51.4,25.0,*,*,24.3,48.6,*,3.5,1.2
